endTime,artistName,trackName,msPlayed
2024-02-14 14:00,The World's Favorite Premi Jori,Naag 2,6290
2024-02-14 14:00,"Raju Punjabi, Sushila Takhar",Sapera,3244
2024-02-14 14:04,Panjabi MC,Dhol Jageero Da,264720
2024-02-14 14:10,Satinder Sartaaj,Udaarian,338204
2024-02-14 14:17,Aditya Rikhari,Samjho Na,171800
2024-02-14 14:18,The Local Train,Aaoge Tum Kabhi,2070
2024-02-14 14:18,Jagjit Singh,Hoshwalon Ko Khabar Kya,3482
2024-02-14 14:21,Anuv Jain,Alag Aasmaan,212750
2024-02-14 14:24,Manan Bhardwaj,Arjan Vailly,144912
2024-02-14 14:24,Jasleen Royal,Kho Gaye Hum Kahan,10756
2024-02-14 14:24,Aditya Rikhari,Faasle,14820
2024-02-14 14:27,Afsana Khan,Koi Si,199998
2024-02-14 14:29,Karan Aujla,Softly,118801
2024-02-14 14:33,The Yellow Diary,Roz Roz,218550
2024-02-14 14:36,Vismay Patel,Pal Behta Jaaye,174545
2024-02-14 14:39,The Local Train,Dil Mere,211290
2024-02-14 14:40,Mitraz,Junoon,51284
2024-02-14 14:41,Aditya A,Awaargi,61491
2024-02-14 14:42,Dream Note,Waqt Ki Baatein,19946
2024-02-14 14:44,Osho Jain,Humara Ho Gaya,157674
2024-02-14 14:47,Suzonn,Farq hai,184090
2024-02-14 14:51,The Local Train,Choo Lo,233630
2024-02-14 14:54,Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",171147
2024-02-14 14:58,Rashid Ali,Kabhi Kabhi Aditi,218836
2024-02-14 15:00,Zaeden,tere bina,157245
2024-02-14 15:03,Dream Note,Kahaani,188200
2024-02-14 15:05,Taba Chake,Shaayad,77222
2024-02-14 15:25,The Local Train,Aaoge Tum Kabhi,254537
2024-02-14 15:39,The Local Train,Aaoge Tum Kabhi,58649
2024-02-14 15:40,Raghav,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",63690
2024-02-14 15:43,Prateek Kuhad,Kasoor,197549
2024-02-14 15:46,Zaeden,KTMBK,154434
2024-02-14 15:49,Aditya Rikhari,Samjho Na,172408
2024-02-14 15:56,Rekha Bhardwaj,Aise Kyun - Ghazal Version,329080
2024-02-14 16:01,Bayaan,Din Dhalay,336000
2024-02-14 16:14,The Local Train,Aaftaab,172617
2024-02-14 16:25,The Local Train,Aaftaab,2767
2024-02-14 16:27,Aditya A,Sunday,144923
2024-02-14 16:31,Prateek Kuhad,Mulaqat,208050
2024-02-14 16:34,Anuv Jain,Mazaak,212062
2024-02-14 16:37,Zaeden,dooriyan,140540
2024-02-14 16:37,Suzonn,Sun Lo Na (Raw),6603
2024-02-14 16:37,Mitraz,Gulaab,19391
2024-02-14 16:41,The Local Train,Choo Lo,233630
2024-02-14 16:44,The Local Train,Dil Mere,211290
2024-02-14 16:50,The Local Train,Aaoge Tum Kabhi,313163
2024-02-14 17:01,The Local Train,Aaftaab,75849
2024-02-14 17:42,The World's Favorite Premi Jori,Naag 2,93812
2024-02-14 17:44,Surjit Bindrakhia,Tera Yaar Bolda,128408
2024-02-14 17:45,Harf Cheema,Gym,90904
2024-02-14 17:50,Jazzy B,Mitran De Boot,291407
2024-02-14 17:52,Khushi Pandher,Cold War,114001
2024-02-14 17:53,Jazzy B,Naag Wang,17593
2024-02-14 17:53,Kulbir Jhinjer,Backstab,53172
2024-02-14 17:56,Param Singh,Daru Badnaam,185333
2024-02-14 17:59,Shubh,You and Me,172066
2024-02-14 18:01,Prabh Singh,9:45,97945
2024-02-14 18:56,Prabh Singh,9:45,19661
2024-02-14 19:00,Intense,Sahiba,238707
2024-02-14 19:03,Karan Aujla,Softly,155161
2024-02-14 19:05,Bir,Afterhours,140152
2024-02-14 19:06,Garry Sandhu,Illegal Weapon,42820
2024-02-14 19:09,Shubh,One Love,159222
2024-02-14 19:11,Kidjaywest,Funk Song,172352
2024-02-14 19:22,Mitraz,Akhiyaan,4715
2024-02-14 19:45,Mitraz,Akhiyaan,6164
2024-02-14 19:49,Sharn,Mi Amor,203048
2024-02-14 19:54,Satinder Sartaaj,Udaarian,342585
2024-02-14 19:58,Harnoor,Waalian,218523
2024-02-14 19:59,Zehr Vibe,Distance Love,55919
2024-02-15 12:43,Sharn,Mi Amor,90510
2024-02-15 14:02,The Local Train,Aaoge Tum Kabhi,313163
2024-02-15 14:06,The Yellow Diary,Roz Roz,218550
2024-02-15 14:08,Foster,fools (can't help falling in love) (feat. Sody),165029
2024-02-15 14:12,d4vd,Here With Me,242484
2024-02-15 14:16,Hasan Raheem,Wishes,218400
2024-02-15 14:19,Vismay Patel,Pal Behta Jaaye,174545
2024-02-15 14:23,Anuv Jain,Husn,217894
2024-02-15 14:26,AUR,Tu hai kahan,191170
2024-02-15 14:29,Talha Anjum,Downers At Dusk,182459
2024-02-15 16:28,Karun,Maharani,231386
2024-02-15 16:50,DC Madana,Teri Aakhya Ka Yo Kajal,3326
2024-02-15 17:39,The Yellow Diary,Roz Roz,218550
2024-02-15 17:42,Aditya Rikhari,Samjho Na,172408
2024-02-15 17:52,Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",49215
2024-02-15 18:04,Intense,Sahiba,3546
2024-02-15 18:07,Pinegrove,Need 2,191796
2024-02-15 18:10,Pinegrove,Need 2 - fast pinegrove,157210
2024-02-15 18:11,Aphex Twin,QKThr,69334
2024-02-15 18:13,Richy Mitch & The Coal Miners,Evergreen,87000
2024-02-15 18:14,Pinegrove,Angelina,15679
2024-02-15 18:14,Hotel Ugly,Shut up My Moms Calling,1791
2024-02-15 18:14,sign crushes motorist,Cold,72540
2024-02-15 18:15,Hotel Ugly,Shut up My Moms Calling,48256
2024-02-15 18:17,Pinegrove,Angelina,101053
2024-02-15 18:19,d4vd,Romantic Homicide,132630
2024-02-15 18:21,Surf Curse,Freaks,147062
2024-02-15 18:24,The Walters,I Love You So,155009
2024-02-15 18:25,Montell Fish,Fall in Love with You.,76116
2024-02-15 18:29,Hasan Raheem,Wishes,218400
2024-02-15 18:37,Hasan Raheem,Wishes,218400
2024-02-15 19:37,Hasan Raheem,Wishes,1380
2024-02-15 19:37,Hasan Raheem,Wishes,148636
2024-02-15 19:37,Bilal Saeed,12 Saal,766
2024-02-15 19:37,Bilal Saeed,2 Number,441
2024-02-15 19:41,Bilal Saeed,2 Number,243149
2024-02-15 19:53,AP Dhillon,Goat,67730
2024-02-16 06:13,AP Dhillon,Goat,91418
2024-02-16 06:14,Satinder Sartaaj,"JALSA 2.0 - From ""Mission Raniganj: The Great Bharat Rescue""",23888
2024-02-16 06:19,Savi Kahlon,Apa Fer Milaange,128064
2024-02-16 06:23,Intense,Sahiba,238707
2024-02-16 06:23,Nawab,WHERE ABOUTS,19333
2024-02-16 06:27,Dr Zeus,Mera Deewanapan,242573
2024-02-16 06:30,Maninder Buttar,Ik Tera,160768
2024-02-16 06:36,Satinder Sartaaj,Udaarian,342585
2024-02-16 06:39,Surjit Bindrakhia,Tera Yaar Bolda,32275
2024-02-16 12:10,Yashraj,Dhundhala,462
2024-02-16 12:10,Talwiinder,Kammo Ji,65833
2024-02-16 12:11,Talwiinder,Nasha,78403
2024-02-16 12:14,Sharn,Mi Amor,203048
2024-02-16 12:18,Hasan Raheem,Wishes,218400
2024-02-16 12:32,Karan Aujla,On Top,47211
2024-02-16 12:53,Satinder Sartaaj,Udaarian,1181
2024-02-16 12:53,Gurinder Gill,WAKE UP,557
2024-02-16 12:53,Prabh Singh,9:45,1121
2024-02-16 12:53,Shubh,Safety Off,524
2024-02-16 12:53,Shubh,You and Me,1003
2024-02-16 12:53,AP Dhillon,True Stories,460
2024-02-16 12:53,Kidjaywest,Funk Song,590
2024-02-16 12:53,Karan Aujla,On Top,2401
2024-02-16 12:54,Talwiinder,Unforgettable,13715
2024-02-16 13:00,Hasan Raheem,Wishes,218400
2024-02-16 13:03,Vismay Patel,Pal Behta Jaaye,174545
2024-02-16 13:06,Kidjaywest,Funk Song,172352
2024-02-16 13:09,Sharn,Mi Amor,203048
2024-02-16 13:12,Shubh,One Love,159222
2024-02-16 13:13,Bir,Afterhours,81115
2024-02-16 13:18,AUR,Tu hai kahan,263184
2024-02-16 13:18,Anuv Jain,Husn,19620
2024-02-16 13:21,Seedhe Maut,Khatta Flow,152415
2024-02-16 13:25,The Local Train,Choo Lo,233630
2024-02-16 13:37,Shubh,You and Me,116494
2024-02-16 16:45,Hasan Raheem,Wishes,96765
2024-02-16 16:49,Vishal-Shekhar,Ajab Si,241668
2024-02-16 16:50,Pritam,Teri Ore,84969
2024-02-16 16:54,Rashid Ali,Kabhi Kabhi Aditi,218836
2024-02-16 16:55,Salim–Sulaiman,O Re Piya,10346
2024-02-16 16:55,Atif Aslam,Pehli Nazar Mein,39972
2024-02-16 16:58,Bilal Saeed,2 Number,171387
2024-02-16 17:01,Bilal Saeed,12 Saal,183862
2024-02-16 17:05,Amrinder Gill,"Akhar (From ""Lahoriye"" Soundtrack)",220144
2024-02-16 17:06,Amrinder Gill,Adore,39855
2024-02-16 17:06,Amrinder Gill,Adore,317
2024-02-16 17:09,Dr Zeus,Mera Deewanapan,5530
2024-02-16 17:09,Amrinder Gill,Asi Gabru Punjabi,199556
2024-02-16 17:13,Rahul Baliyan,Albele Tange Wale,238143
2024-02-16 17:15,Pawan Pilania,Dhai Litar Dudh,142480
2024-02-16 17:27,Satinder Sartaaj,"JALSA 2.0 - From ""Mission Raniganj: The Great Bharat Rescue""",71156
2024-02-17 05:03,Poushali Banerjee,Kagaz Ke Do Pankh Leke Uda Chala Jaye Re,123000
2024-02-17 11:08,Rahul Baliyan,Albele Tange Wale,1293
2024-02-17 11:12,Swanand Kirkire,Monta Re,237614
2024-02-17 11:13,Aditya A,Awaargi,61491
2024-02-17 11:16,The Local Train,Dil Mere,211290
2024-02-17 11:20,The Yellow Diary,Roz Roz,218550
2024-02-17 11:34,Rashid Ali,Kabhi Kabhi Aditi,215110
2024-02-17 11:58,The Local Train,Aaoge Tum Kabhi,313163
2024-02-17 12:02,The Yellow Diary,Roz Roz,218550
2024-02-17 12:05,Foster,fools (can't help falling in love) (feat. Sody),165029
2024-02-17 12:09,d4vd,Here With Me,242484
2024-02-17 12:13,Hasan Raheem,Wishes,218400
2024-02-17 12:16,Vismay Patel,Pal Behta Jaaye,174545
2024-02-17 12:17,Anuv Jain,Husn,77711
2024-02-17 12:21,AUR,Tu hai kahan,263184
2024-02-17 12:26,Talha Anjum,Downers At Dusk,256000
2024-02-17 12:28,CKay,love nwantiti (ah ah ah),145800
2024-02-17 12:32,Atif Aslam,Woh Lamhe Woh Baatein,251249
2024-02-17 14:55,The Local Train,Aaoge Tum Kabhi,313163
2024-02-17 14:59,The Yellow Diary,Roz Roz,218550
2024-02-17 15:01,Foster,fools (can't help falling in love) (feat. Sody),165029
2024-02-17 15:05,d4vd,Here With Me,242484
2024-02-17 15:09,Hasan Raheem,Wishes,218400
2024-02-17 15:12,Vismay Patel,Pal Behta Jaaye,174545
2024-02-17 15:16,Anuv Jain,Husn,217894
2024-02-17 15:20,AUR,Tu hai kahan,263184
2024-02-17 15:24,Talha Anjum,Downers At Dusk,256000
2024-02-17 15:25,CKay,love nwantiti (ah ah ah),68056
2024-02-17 15:25,Gaurav Chatterji,"Kaise Ab Kahein - From ""Gutar Gu""",496
2024-02-17 15:34,Anirrudh Ssamy,Kaagaz Ke Pankh,1680
2024-02-17 15:54,Swanand Kirkire,Monta Re,229790
2024-02-17 15:56,The Local Train,Dil Mere,143677
2024-02-17 15:57,Aditya A,Awaargi,61491
2024-02-17 15:57,Rashid Ali,Kabhi Kabhi Aditi,3619
2024-02-17 15:58,Rekha Bhardwaj,Aise Kyun - Ghazal Version,4090
2024-02-17 15:58,Rekha Bhardwaj,Aise Kyun - Ghazal Version,2950
2024-02-17 15:58,The Local Train,Aaoge Tum Kabhi,35997
2024-02-17 15:58,Vishal Mishra,Manjha,1995
2024-02-17 15:58,Rashid Ali,Kabhi Kabhi Aditi,1720
2024-02-17 15:58,The Yellow Diary,Roz Roz,28330
2024-02-17 15:59,The Local Train,Aaoge Tum Kabhi,17200
2024-02-17 16:02,The Local Train,Aaoge Tum Kabhi,223578
2024-02-17 16:04,Prateek Kuhad,Kahaan Ho Tum,18498
2024-02-17 16:04,Aditya A,Chaand Baaliyan,103264
2024-02-17 16:06,Jasleen Royal,Kho Gaye Hum Kahan,122405
2024-02-17 16:08,Liana Flores,rises the moon,14626
2024-02-17 16:08,Louie Zong,Ghost Choir,97842
2024-02-17 16:09,C418,Subwoofer Lullaby,48393
2024-02-17 16:10,j1gggs,the cat from ipanema,22810
2024-02-17 16:10,Chevy,UWU,34328
2024-02-17 16:14,Hasan Raheem,Wishes,218400
2024-02-17 16:16,Darshan Raval,Asal Mein,106956
2024-02-17 16:19,Sharn,Mi Amor,203048
2024-02-17 16:23,AUR,Tu hai kahan,263184
2024-02-17 16:24,Shubh,One Love,52358
2024-02-17 16:31,Karun,Maharani,430309
2024-02-17 16:32,Suzonn,Farq hai,590
2024-02-17 16:32,Darshan Raval,Asal Mein,630
2024-02-17 16:32,The Local Train,Dil Mere,948
2024-02-17 16:32,Seedhe Maut,Khatta Flow,1790
2024-02-17 16:32,The Local Train,Choo Lo,2722
2024-02-17 16:32,The Local Train,Choo Lo,403
2024-02-17 16:32,Ritviz,Chalo Chalein,618
2024-02-17 16:32,Anuv Jain,Husn,3332
2024-02-17 16:32,Rashid Ali,Kabhi Kabhi Aditi,837
2024-02-17 16:32,Raghav,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",1725
2024-02-17 16:32,The Yellow Diary,Roz Roz,797
2024-02-17 16:35,The Local Train,Choo Lo,3181
2024-02-17 16:35,The Yellow Diary,Roz Roz,218550
2024-02-17 16:36,Raghav,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",11206
2024-02-17 16:37,Aditya A,Chaand Baaliyan,103264
2024-02-17 16:39,Rekha Bhardwaj,Aise Kyun - Ghazal Version,2920
2024-02-17 16:39,Aditya Rikhari,Nasamajh,76829
2024-02-17 16:51,Prateek Kuhad,Kasoor,197549
2024-02-17 16:59,The Local Train,Aaoge Tum Kabhi,292010
2024-02-17 16:59,Anirban Sur,Tomar Ghore Bosot Kore Koyjona,9362
2024-02-17 17:01,Arijit Singh,Oboseshe,84473
2024-02-17 17:01,Arijit Singh,Keu Jaane Naa,12981
2024-02-17 17:05,Sidhu Moose Wala,Drippy,195200
2024-02-17 17:07,Arjan Dhillon,Hot Shit,2261
2024-02-17 17:07,Shubh,King Shit,169016
2024-02-17 17:08,Shubh,One Love,723
2024-02-17 17:08,Shubh,One Love,897
2024-02-17 17:08,Prabh Singh,9:45,1082
2024-02-17 17:08,Cheema Y,California Love,3607
2024-02-17 17:08,Diljit Dosanjh,Kinni Kinni,1190
2024-02-17 17:08,Shubh,Cheques,416
2024-02-17 17:08,Shubh,Cheques,1387
2024-02-17 17:08,Sukha,8 ASLE,881
2024-02-17 17:10,Diljit Dosanjh,Hass Hass,153016
2024-02-17 17:14,Sharn,Mi Amor,203048
2024-02-17 17:16,Karan Aujla,Softly,155161
2024-02-17 17:19,Arjan Dhillon,Glorious,142468
2024-02-17 17:22,Manan Bhardwaj,"Arjan Vailly (From ""ANIMAL"")",182170
2024-02-17 17:33,Diljit Dosanjh,Jatt Vailly,62529
2024-02-17 18:08,Hasan Raheem,Wishes,853
2024-02-17 18:12,Sandeep Brar,Chaar Din,270666
2024-02-17 18:12,Garry Sandhu,Ego,4031
2024-02-17 18:14,MD DesiRockstar,Z Black,5649
2024-02-17 18:14,Bob.B Randhawa,Rang Kala,100351
2024-02-17 18:15,Mand,Swaad 2,53900
2024-02-17 18:18,Jstar,Gabhru,185730
2024-02-17 18:20,The World's Favorite Premi Jori,Naag 2,99090
2024-02-17 18:20,Davi Singh,Haaye Patlo,31460
2024-02-17 18:34,Santram Banjara,Tera Pyar Shabbo,167160
2024-02-17 19:45,The Local Train,Aaoge Tum Kabhi,1165
2024-02-17 19:57,The Yellow Diary,Roz Roz,90000
2024-02-18 09:32,The Yellow Diary,Roz Roz,222564
2024-02-18 09:34,Foster,fools (can't help falling in love) (feat. Sody),165029
2024-02-18 09:35,d4vd,Here With Me,4528
2024-02-18 09:38,Hasan Raheem,Wishes,218400
2024-02-18 09:39,Pankaj Udhas,"Na Kajare Ki Dhar, Pt. 1 (With Jhankar Beats)",76040
2024-02-18 09:40,Vismay Patel,Pal Behta Jaaye,13857
2024-02-18 09:40,Anuv Jain,Husn,7125
2024-02-18 09:44,AUR,Tu hai kahan,263184
2024-02-18 09:48,Talha Anjum,Downers At Dusk,256000
2024-02-18 09:51,CKay,love nwantiti (ah ah ah),145800
2024-02-18 09:56,Atif Aslam,Woh Lamhe Woh Baatein,320040
2024-02-18 10:00,OneRepublic,Counting Stars,257266
2024-02-18 10:06,Satinder Sartaaj,Udaarian,342585
2024-02-18 10:07,hazel,hotline bling (billie version),72972
2024-02-18 10:09,AP Dhillon,TERE TE,114418
2024-02-18 10:12,Rosa Linn,SNAP,179551
2024-02-18 10:15,OneRepublic,I Ain't Worried,148485
2024-02-18 10:16,Pankaj Udhas,"Na Kajare Ki Dhar, Pt. 1 (With Jhankar Beats)",76040
2024-02-18 10:19,Guru Randhawa,Moon Rise,174056
2024-02-18 10:22,Prateek Kuhad,Kasoor,197549
2024-02-18 10:26,Rashid Ali,Kabhi Kabhi Aditi,218836
2024-02-18 10:31,Prateek Kuhad,cold/mess,281218
2024-02-18 10:33,Peachy!,Falling for U,124000
2024-02-18 10:35,Mauve,Like a Dream,151794
2024-02-18 10:47,Dhruv,double take,113661
2024-02-18 11:33,Sandeep Brar,Chaar Din,485953
2024-02-18 11:33,Nikk,Nakhre Tere,44698
2024-02-18 11:36,Runbir,Kade Ta Tu Avenga,130153
2024-02-18 11:38,Bob.B Randhawa,Rang Kala,111000
2024-02-18 11:41,Kulwinder Billa,Tich Button,207513
2024-02-18 11:44,Mankirt Aulakh,Jatt Da Blood,170000
2024-02-18 11:47,Jstar,Gabhru,218181
2024-02-18 11:51,J Star,Hulara,213983
2024-02-18 11:54,Karan Randhawa,Tere Bare,162764
2024-02-18 11:57,Raja Baath,Chaska Ae Yaara Nu,184450
2024-02-18 12:07,The World's Favorite Premi Jori,Naag 2,13298
2024-02-18 13:44,The World's Favorite Premi Jori,Naag 2,17211
2024-02-18 13:47,Pinegrove,Need 2,191796
2024-02-18 13:48,Aphex Twin,QKThr,87466
2024-02-18 13:50,Take Care,This Feeling Will Pass,124687
2024-02-18 13:54,d4vd,Here With Me,242484
2024-02-18 13:56,Fog Lake,Painfully,111377
2024-02-18 13:58,Pinegrove,Angelina,101053
2024-02-18 14:00,Surf Curse,Freaks,147062
2024-02-18 14:01,Richy Mitch & The Coal Miners,Evergreen,27960
2024-02-18 14:01,Pinegrove,Angelina,1958
2024-02-18 14:01,Fog Lake,Painfully,1221
2024-02-18 14:01,d4vd,Here With Me,1087
2024-02-18 14:01,Surf Curse,Freaks,1090
2024-02-18 14:01,Aphex Twin,QKThr,1169
2024-02-18 14:01,Take Care,This Feeling Will Pass,1133
2024-02-18 14:04,Pinegrove,Need 2,191796
2024-02-18 14:05,Aphex Twin,QKThr,33456
2024-02-18 14:07,Take Care,This Feeling Will Pass,124687
2024-02-18 14:11,d4vd,Here With Me,242484
2024-02-18 14:13,Pinegrove,Angelina,9808
2024-02-18 14:13,Fog Lake,Painfully,111377
2024-02-18 14:15,Surf Curse,Freaks,147062
2024-02-18 14:17,Richy Mitch & The Coal Miners,Evergreen,87000
2024-02-18 14:19,Strawberry Guy,Intermission,110181
2024-02-18 14:21,d4vd,Romantic Homicide,132630
2024-02-18 14:22,Eyedress,Jealous,89487
2024-02-18 14:23,Vansire,From the Subway Train,57370
2024-02-18 14:26,The Walters,I Love You So,160239
2024-02-18 14:28,Mitski,My Love Mine All Mine,137773
2024-02-18 14:30,KXLLSWXTCH,WASTE,120428
2024-02-18 14:33,Patrick Watson,Je te laisserai des mots,160853
2024-02-18 14:36,Eyedress,Something About You,153312
2024-02-18 14:38,salvia palth,i was all over her,161462
2024-02-18 14:41,EKKSTACY,i walk this earth all by myself,145634
2024-02-18 14:44,Cigarettes After Sex,Sunsetz,215150
2024-02-18 14:47,girl in red,we fell in love in october,184153
2024-02-18 14:50,Cottonwood Firing Squad,hospital beach,124743
2024-02-18 14:53,Lana Del Rey,Say Yes To Heaven,209156
2024-02-18 14:57,Rio Romeo,Nothing's New,211000
2024-02-18 15:01,Clams Casino,I'm God,277710
2024-02-18 15:06,Cigarettes After Sex,Apocalypse,290616
2024-02-18 15:09,Chance Peña,In My Room,177609
2024-02-18 15:10,salvia palth,(dream),84741
2024-02-18 15:12,German Error Message,Everything Is Scary,112213
2024-02-18 15:15,Laufey,From The Start,169573
2024-02-18 15:17,sign crushes motorist,Better,98750
2024-02-18 15:21,Cigarettes After Sex,Cry,256800
2024-02-18 15:25,Pinegrove,Rings,234173
2024-02-18 15:26,Fog Lake,Oh My God,67412
2024-02-18 15:29,Hotel Ugly,Shut up My Moms Calling,164571
2024-02-18 15:31,Duster,Inside Out,141040
2024-02-18 15:34,Flawed Mangoes,Killswitch Lullaby,147096
2024-02-18 15:35,Take Care,"Think Of Me Once In A While, Take Care",103500
2024-02-18 15:38,TV Girl,Not Allowed,167864
2024-02-18 15:44,Cigarettes After Sex,K.,320030
2024-02-18 15:46,Pinegrove,Need 2 - fast pinegrove,157210
2024-02-18 15:48,Eyedress,Romantic Lover,86739
2024-02-18 15:50,Chezile,Beanie,132160
2024-02-18 15:54,Strawberry Guy,What Would I Do?,234000
2024-02-18 15:57,TV Girl,Cigarettes out the Window,198960
2024-02-18 16:02,Cigarettes After Sex,Sweet,292110
2024-02-18 16:04,"Dream, Ivory",welcome and goodbye,140643
2024-02-18 16:08,Father John Misty,Real Love Baby,189293
2024-02-18 16:10,sign crushes motorist,Cold,137750
2024-02-18 16:13,Djo,End of Beginning,159245
2024-02-18 16:17,Arctic Monkeys,505,253586
2024-02-18 16:18,Florist,Instrumental 3,87808
2024-02-18 16:21,Birth Day,When Will It End,182181
2024-02-18 16:25,Yot Club,YKWIM?,212750
2024-02-18 16:27,Joji,worldstar money (interlude),126312
2024-02-18 16:30,sign crushes motorist,Wish,156000
2024-02-18 16:33,Frank Ocean,Pink + White,184516
2024-02-18 16:36,Memo Boy,Brian is the Most Beautiful,225000
2024-02-18 16:41,Cigarettes After Sex,Heavenly,286773
2024-02-18 16:44,Title Fight,Safe In Your Skin,154800
2024-02-18 16:45,jagger finn,Vas,90323
2024-02-18 16:48,Good Neighbours,Home,157485
2024-02-18 16:51,Liana Flores,rises the moon,161929
2024-02-18 16:53,Birth Day,Please Stay,144204
2024-02-18 16:55,Alek Olsen,someday i'll get it,94750
2024-02-18 17:05,Alvedon,retire (final),20236
2024-02-18 17:49,Alvedon,retire (final),5703
2024-02-18 17:52,The Yellow Diary,Roz Roz,218550
2024-02-18 17:55,Zaeden,KTMBK,154434
2024-02-18 17:58,Vismay Patel,Pal Behta Jaaye,174545
2024-02-18 18:02,The Local Train,Choo Lo,233630
2024-02-18 18:05,Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",171147
2024-02-18 18:07,Dream Note,Waqt Ki Baatein,144602
2024-02-18 18:07,Darshan Raval,Asal Mein,6962
2024-02-18 18:14,Karun,Maharani,389576
2024-02-18 18:16,AUR,Tu hai kahan,126030
2024-02-18 18:19,Kidjaywest,Funk Song,172352
2024-02-18 18:22,Hasan Raheem,Wishes,218400
2024-02-18 18:26,Sharn,Mi Amor,203048
2024-02-18 18:31,Satinder Sartaaj,Udaarian,342585
2024-02-18 18:34,Karan Aujla,Softly,155161
2024-02-18 18:36,Bir,Afterhours,140152
2024-02-18 18:39,Shubh,One Love,159222
2024-02-18 18:41,Prabh Singh,9:45,117606
2024-02-18 18:44,AP Dhillon,With You,154554
2024-02-18 18:47,Gurinder Gill,WAKE UP,29100
2024-02-18 18:47,Param Singh,Daru Badnaam,2116
2024-02-18 19:02,Diljit Dosanjh,Case,91022
2024-02-18 19:40,Diljit Dosanjh,Case,45687
2024-02-18 19:44,Supreme Sidhu,Baazi,222776
2024-02-18 19:46,Shubh,You and Me,172066
2024-02-18 19:47,AP Dhillon,True Stories,9964
2024-02-18 19:49,Talwiinder,Kammo Ji,153026
2024-02-18 19:52,Mitraz,Akhiyaan,151265
2024-02-18 19:55,Diljit Dosanjh,G.O.A.T.,223636
2024-02-18 19:57,Satinder Sartaaj,"JALSA 2.0 - From ""Mission Raniganj: The Great Bharat Rescue""",75301
2024-02-18 19:59,Shubh,Safety Off,143200
2024-02-18 20:00,AP Dhillon,Droptop,59578
2024-02-18 20:10,Afsana Khan,Koi Si,7862
2024-02-19 09:25,Karun,Maharani,298910
2024-02-19 09:33,Dank Rishu,WuShang Clan,52031
2024-02-19 09:35,AP Dhillon,Goat,120924
2024-02-19 09:38,AP Dhillon,With You,154554
2024-02-19 09:41,Prabh Singh,9:45,107347
2024-02-19 09:43,Gurinder Gill,WAKE UP,153174
2024-02-19 09:45,Shubh,Safety Off,143200
2024-02-19 09:49,Amrinder Gill,Adore,130000
2024-02-19 09:51,AP Dhillon,True Stories,117972
2024-02-19 09:57,AP Dhillon,Goat,617
2024-02-19 09:57,Talwiinder,Kammo Ji,67812
2024-02-19 10:00,AP Dhillon,Goat,133013
2024-02-19 10:00,Talwiinder,Kammo Ji,848
2024-02-19 10:04,Intense,Sahiba,238707
2024-02-19 10:06,AP Dhillon,With You,154554
2024-02-19 10:08,Prabh Singh,9:45,117606
2024-02-19 10:09,Maninder Buttar,Sakhiyaan,31199
2024-02-20 05:13,Pinegrove,Need 2,150042
2024-02-20 05:31,Pinegrove,Need 2 - slow pinegrove,25680
2024-02-20 05:40,Pinegrove,Need 2 - slow pinegrove,239746
2024-02-20 05:41,Lomelda,Talk,70869
2024-02-20 05:44,Lloyd Vaan,Present,146000
2024-02-20 05:45,Take Care,"Think Of Me Once In A While, Take Care",103500
2024-02-20 05:47,sign crushes motorist,Cold,104670
2024-02-20 05:49,Fog Lake,Painfully,80830
2024-02-20 05:49,Other Nothing,Ww,16527
2024-02-20 05:52,Edith Whiskers,Home,195358
2024-02-20 05:53,Billie Eilish,hotline (edit),60719
2024-02-20 05:57,OneRepublic,Counting Stars,257266
2024-02-20 06:01,d4vd,Here With Me,199683
2024-02-20 06:05,Prateek Kuhad,Kasoor,2011
2024-02-20 06:05,Karun,Maharani,235865
2024-02-20 06:05,Anuv Jain,Husn,5327
2024-02-20 06:05,Rahul Baliyan,Albele Tange Wale,412
2024-02-20 06:22,Bilal Saeed,12 Saal,3440
2024-02-20 06:26,Rahul Baliyan,Albele Tange Wale,238143
2024-02-20 06:29,Satinder Sartaaj,"JALSA 2.0 - From ""Mission Raniganj: The Great Bharat Rescue""",196124
2024-02-20 06:32,Pawan Pilania,Dhai Litar Dudh,142480
2024-02-20 06:34,Aditya A,Sunday,144923
2024-02-20 06:38,Gajender Phogat,Bahu Kale Ki,228231
2024-02-20 06:39,Vilen,Kyun Dhunde - 1 Min Music,70434
2024-02-20 06:42,KR$NA,Joota Japani,155076
2024-02-20 06:45,Zeeshan Ali,Saadgi,210500
2024-02-20 06:57,DC Madana,Teri Aakhya Ka Yo Kajal,56585
2024-02-20 08:36,Pinegrove,Need 2,191796
2024-02-20 08:38,KXLLSWXTCH,WASTE,120428
2024-02-20 08:39,Fog Lake,Oh My God,67412
2024-02-20 08:41,sign crushes motorist,Better,98750
